filedFor,ticker,value
2023-03-31,MMC,67437927
2023-03-31,NU,509885412
2023-03-31,OXY,13216875439
2023-03-31,PARA,2091138052
2023-03-31,PG,46896826
2023-03-31,SNOW,945084263
2023-03-31,SPY,16129966
2023-03-31,STNE,102034574
2023-03-31,TMUS,759251280
2023-03-31,UPS,11523006
2023-03-31,V,1870745332
2023-03-31,VOO,16171010
2023-03-31,VRSN,2708323496
2023-03-31,VTS,971025
2023-06-30,AAPL,177591247296
2023-06-30,ALLY,783290001
2023-06-30,AMZN,1375428360
2023-06-30,AON,1496442000
2023-06-30,ATVI,1235679601
2023-06-30,AXP,26410583940
2023-06-30,BAC,29632524052
2023-06-30,C,2543470454
2023-06-30,CE,620518352
2023-06-30,CHTR,1406638055
2023-06-30,COF,1363956551
2023-06-30,CVX,19372950883
2023-06-30,DEO,39510070
2023-06-30,DHI,726454496
2023-06-30,DVA,3626521918
2023-06-30,FND,496928800
2023-06-30,FWONK,581346111
2023-06-30,GL,275757222
2023-06-30,GM,848320000
2023-06-30,HPQ,3714461041
2023-06-30,JEF,14381119
2023-06-30,JNJ,54141592
2023-06-30,KHC,11560036039
2023-06-30,KO,24088000000
2023-06-30,KR,2350000000
2023-06-30,LEN.B,17237585
2023-06-30,LILA,23019430
2023-06-30,LILAK,11068252
2023-06-30,LPX,528227277
2023-06-30,LSXMA,663013981
2023-06-30,LSXMK,1414207364
2023-06-30,MA,1567948658
2023-06-30,MCO,8578175206
2023-06-30,MDLZ,42159320
2023-06-30,MKL,652392063
2023-06-30,NU,845167206
2023-06-30,NVR,70568089
2023-06-30,OXY,13178796490
2023-06-30,PARA,1491259813
2023-06-30,PG,47858796
2023-06-30,SNOW,1077943668
2023-06-30,SPY,17465232
2023-06-30,STNE,136260008
2023-06-30,TMUS,728113800
2023-06-30,UPS,10647450
2023-06-30,V,1970480801
2023-06-30,VOO,17513040
2023-06-30,VRSN,2895944070
2023-09-30,AAPL,156753093002
2023-09-30,ALLY,773720000
2023-09-30,AMZN,1271200000
2023-09-30,AON,1329302000
2023-09-30,AXP,22618800333
2023-09-30,BAC,28279487924
2023-09-30,BATRK,7990835
2023-09-30,C,2272218501
2023-09-30,CB,1695320075
2023-09-30,CHTR,1684044831
2023-09-30,COF,1210313462
2023-09-30,CVX,18590066491
2023-09-30,DEO,33975745
2023-09-30,DHI,641565163
2023-09-30,DVA,3412114232
2023-09-30,FND,432590000
2023-09-30,FWONK,481108697
2023-09-30,GL,90356152
2023-09-30,HPQ,2634739200
2023-09-30,JEF,15881230
2023-09-30,KHC,10954355278
2023-09-30,KO,22392000000
2023-09-30,KR,2237500000
2023-09-30,LEN.B,15597436
2023-09-30,LILA,21467263
2023-09-30,LILAK,10477603
2023-09-30,LLYVA,161257223
2023-09-30,LLYVK,357356140
2023-09-30,LPX,389372120
2023-09-30,LSXMA,514285456
2023-09-30,LSXMK,1100083089
2023-09-30,MA,1578353810
2023-09-30,MCO,7799843711
2023-09-30,MKL,233706251
2023-09-30,NU,776611184
2023-09-30,NVR,66264190
2023-09-30,OXY,14541501977
2023-09-30,PARA,1209129578
2023-09-30,SIRI,43768172
2023-09-30,SNOW,935773692
2023-09-30,SPY,16842712
2023-09-30,STNE,114120430
2023-09-30,TMUS,734142100
2023-09-30,V,1908498775
2023-09-30,VOO,16886100
2023-09-30,VRSN,2595546101
2023-12-31,AAPL,174347466800
2023-12-31,ALLY,1012680000
2023-12-31,AMZN,1519400000
2023-12-31,AON,1193182000
2023-12-31,AXP,28402748537
2023-12-31,BAC,34776127042
2023-12-31,BATRK,8851870
2023-12-31,C,2841792358
2023-12-31,CB,4542600000
2023-12-31,CHTR,1488232788
2023-12-31,COF,1635201454
2023-12-31,CVX,18808080506
2023-12-31,DEO,33174065
2023-12-31,DVA,3781371913
2023-12-31,FND,533256800
2023-12-31,FWONK,487518332
2023-12-31,HPQ,687638195
2023-12-31,JEF,17520079
2023-12-31,KHC,12041975570
2023-12-31,KO,23572000000
2023-12-31,KR,2285500000
2023-12-31,LEN.B,20452277
2023-12-31,LILA,19231089
2023-12-31,LILAK,9424707
2023-12-31,LLYVA,184647602
2023-12-31,LLYVK,416247540
2023-12-31,LPX,498990904
2023-12-31,LSXMA,580768723
2023-12-31,LSXMK,1243534615
2023-12-31,MA,1700345238
2023-12-31,MCO,9635028496
2023-12-31,NU,892299471
2023-12-31,NVR,77789000
2023-12-31,OXY,14552270657
2023-12-31,PARA,936539643
2023-12-31,SIRI,220129527
2023-12-31,SNOW,1218949824
2023-12-31,SPY,18727214
2023-12-31,TMUS,840449860
2023-12-31,V,2160243711
2023-12-31,VOO,18782400
2023-12-31,VRSN,2639503654
2024-03-31,AAPL,135360901805
2024-03-31,ALLY,1177110000
2024-03-31,AMZN,1803800000
2024-03-31,AON,1368252000
2024-03-31,AXP,34520240283
2024-03-31,BAC,39165748068
2024-03-31,BATRK,8735574
2024-03-31,C,3493680962
2024-03-31,CB,6717644659
2024-03-31,CHTR,1112805123
2024-03-31,COF,1856811657
2024-03-31,CVX,19398897853
2024-03-31,DEO,33875535
2024-03-31,DVA,4982993438
2024-03-31,FND,619583600
2024-03-31,FWONK,506592786
2024-03-31,JEF,19119908
2024-03-31,KHC,12015924784
2024-03-31,KO,24472000000
2024-03-31,KR,2856500000
2024-03-31,LEN.B,23523551
2024-03-31,LILA,18336620
2024-03-31,LILAK,8975300
2024-03-31,LLYVA,213948727
2024-03-31,LLYVK,487830094
2024-03-31,LPX,553633733
2024-03-31,LSXMA,972842033
2024-03-31,LSXMK,1945597617
2024-03-31,MA,1919850077
2024-03-31,MCO,9695962848
2024-03-31,NU,1277927093
2024-03-31,NVR,90006756
2024-03-31,OXY,16118698139
2024-03-31,PARA,88648874
2024-03-31,SIRI,142325819
2024-03-31,SNOW,989860762
2024-03-31,SPY,20608958
2024-03-31,TMUS,855599240
2024-03-31,V,2315655137
2024-03-31,VOO,20670100
2024-03-31,VRSN,2428686819
2024-06-30,AAPL,84248000000
2024-06-30,ALLY,1150430000
2024-06-30,AMZN,1932500000
2024-06-30,AON,1203678000
2024-06-30,AXP,35105457585
2024-06-30,BAC,41076524279
2024-06-30,BATRK,8820558
2024-06-30,C,3505834818
2024-06-30,CB,6895777623
2024-06-30,CHTR,1144700201
2024-06-30,COF,1359447750
2024-06-30,CVX,18553059728
2024-06-30,DEO,28714720
2024-06-30,DVA,5001763135
2024-06-30,FND,395440057
2024-06-30,FWONK,554780880
2024-06-30,HEI.A,185373840
2024-06-30,JEF,21573846
2024-06-30,KHC,10491953836
2024-06-30,KO,25460000000
2024-06-30,KR,2496500001
2024-06-30,LEN.B,21273114
2024-06-30,LILA,25281911
2024-06-30,LILAK,12352272
2024-06-30,LLYVA,187046916
2024-06-30,LLYVK,417818885
2024-06-30,LPX,491081408
2024-06-30,LSXMA,779286152
2024-06-30,LSXMK,1551264198
2024-06-30,MA,1758749632
2024-06-30,MCO,10384249654
2024-06-30,NU,1380761126
2024-06-30,NVR,84324079
2024-06-30,OXY,16090394458
2024-06-30,SIRI,376045343
2024-06-30,SPY,21442268
2024-06-30,TMUS,823112960
2024-06-30,ULTA,266291202
2024-06-30,V,2177834326
2024-06-30,VOO,21505590
2024-06-30,VRSN,2278615992
2024-09-30,AAPL,69900000000
2024-09-30,ALLY,1032110000
2024-09-30,AMZN,1863300000
2024-09-30,AON,1418559000
2024-09-30,AXP,41116821840
2024-09-30,BAC,31652073622
2024-09-30,BATRK,8901072
2024-09-30,C,3458324292
2024-09-30,CB,7796272968
2024-09-30,CHTR,914514546
2024-09-30,COF,1362543000
2024-09-30,CVX,17467773342
2024-09-30,DEO,31962435
2024-09-30,DPZ,549398896
2024-09-30,DVA,5917146790
2024-09-30,FWONK,597949381
2024-09-30,HEI.A,213884223
2024-09-30,JEF,26685495
2024-09-30,KHC,11433038460
2024-09-30,KO,28744000000
2024-09-30,KR,2865000000
2024-09-30,LEN.B,26385802
2024-09-30,LILA,25202987
2024-09-30,LILAK,12185350
2024-09-30,LLYVA,246885972
2024-09-30,LLYVK,560403539
2024-09-30,LPX,640976656
2024-09-30,MA,1968606782
2024-09-30,MCO,11708029942
2024-09-30,NU,1179892309
2024-09-30,NVR,109028722
2024-09-30,OXY,13157209747
2024-09-30,POOL,152248678
2024-09-30,SIRI,2486916437
2024-09-30,SPY,22606144
2024-09-30,TMUS,964113920
2024-09-30,ULTA,9417871
2024-09-30,V,2281386627
2024-09-30,VOO,22689810
2024-09-30,VRSN,2434453846
2024-12-31,AAPL,75126000000
2024-12-31,ALLY,1044290001
2024-12-31,AMZN,2193900000
2024-12-31,AON,1472556000
2024-12-31,AXP,44996539653
2024-12-31,BAC,29896266149
2024-12-31,BATRK,8556657
2024-12-31,C,1030474546
2024-12-31,CB,7469434519
2024-12-31,CHTR,682715232
2024-12-31,COF,1328484000
2024-12-31,CVX,17179549745
2024-12-31,DEO,28953858
2024-12-31,DPZ,999868320
2024-12-31,DVA,5398092493
2024-12-31,FWONK,630214018
2024-12-31,HEI.A,195325757
2024-12-31,JEF,33990947
2024-12-31,KHC,10000245261
2024-12-31,KO,24904000000
2024-12-31,KR,3057500001
2024-12-31,LEN.B,20162390
2024-12-31,LILA,16731838
2024-12-31,LILAK,8140687
2024-12-31,LLYVA,331907297
2024-12-31,LLYVK,743056007
2024-12-31,LPX,586589315
2024-12-31,MA,2099249237
2024-12-31,MCO,11677932812
2024-12-31,NU,416266540
2024-12-31,NVR,90883937
2024-12-31,OXY,13053055436
2024-12-31,POOL,204117028
2024-12-31,SIRI,2678283465
2024-12-31,STZ,1242975604
2024-12-31,TMUS,960175500
2024-12-31,V,2622329258
2024-12-31,VRSN,2746660741
